episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol/allreduce_latency,info/learner/pol/cur_kl_coeff,info/learner/pol/cur_lr,info/learner/pol/total_loss,info/learner/pol/policy_loss,info/learner/pol/vf_loss,info/learner/pol/vf_explained_var,info/learner/pol/kl,info/learner/pol/entropy,info/learner/pol/entropy_coeff
nan,nan,nan,nan,0,1,4000,False,0,1,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-54-54,1620125694,36.75508904457092,36.75508904457092,19457,Hinton,143.248.157.211,36.75508904457092,0,1,094b3_00000,[],[],23655.485,169.094,13088.848,305.604,3.669,4000,4000,42.6566037735849,80.26037735849056,0.0,0.2,5e-05,-0.009864577848929912,-0.034502396709285676,0.019829646160360426,0.59599113,0.024040837306529284,1.5868316777050495,0.0
-0.9475999999999283,-0.9475999999999283,-0.9475999999999283,5002.0,1,1,8000,False,1,2,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-55-27,1620125727,32.34725046157837,69.10233950614929,19457,Hinton,143.248.157.211,69.10233950614929,0,2,094b3_00000,[-0.9475999999999283],[5002],21187.866,188.787,13351.64,299.589,3.976,8000,8000,44.90652173913043,80.4804347826087,0.0,0.30000000000000004,5e-05,-0.021937100042123348,-0.028011617250740528,0.0017099423421313986,0.61633754,0.014548582694260404,1.5806540213525295,0.0
-0.9475999999999283,-0.9525999999999277,-0.950099999999928,5002.0,1,1,12000,False,2,3,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-56-01,1620125761,34.06167006492615,103.16400957107544,19457,Hinton,143.248.157.211,103.16400957107544,0,3,094b3_00000,"[-0.9525999999999277, -0.9475999999999283]","[5002, 5002]",20626.83,193.922,13748.742,290.936,4.342,12000,12000,42.63673469387756,80.5,0.0,0.30000000000000004,5e-05,-0.020105209259781986,-0.02492299838922918,0.0006862935488243238,0.5930765,0.013771655125310645,1.5649543888866901,0.0
-0.9475999999999283,-0.9525999999999277,-0.9506666666665945,5002.0,1,1,16000,False,3,4,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-56-39,1620125799,37.95800757408142,141.12201714515686,19457,Hinton,143.248.157.211,141.12201714515686,0,4,094b3_00000,"[-0.9517999999999278, -0.9475999999999283, -0.9525999999999277]","[5002, 5002, 5002]",21402.202,186.897,13866.124,288.473,4.156,16000,16000,42.720370370370375,80.5,0.0,0.30000000000000004,5e-05,-0.03981223201844841,-0.04603238956769928,0.00048387175502284663,0.7811775,0.019120948476484045,1.5174288898706436,0.0
-0.9475999999999283,-0.9525999999999277,-0.9506666666665945,5002.0,0,1,20000,False,3,5,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-57-18,1620125838,38.85292410850525,179.9749412536621,19457,Hinton,143.248.157.211,179.9749412536621,0,5,094b3_00000,"[-0.9475999999999283, -0.9525999999999277, -0.9517999999999278]","[5002, 5002, 5002]",22041.662,181.475,13941.148,286.92,4.06,20000,20000,43.18727272727272,80.4981818181818,0.0,0.30000000000000004,5e-05,-0.021165762533200905,-0.024980246991617605,0.00017381648331138422,0.52456784,0.012135568889789283,1.5072454139590263,0.0
-0.9475999999999283,-0.9601999999999269,-0.9530499999999276,5002.0,1,1,24000,False,4,6,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-57-55,1620125875,37.01607346534729,216.9910147190094,19457,Hinton,143.248.157.211,216.9910147190094,0,6,094b3_00000,"[-0.9601999999999269, -0.9475999999999283, -0.9525999999999277, -0.9517999999999278]","[5002, 5002, 5002, 5002]",22138.102,180.684,14014.878,285.411,4.01,24000,24000,43.862264150943396,80.49622641509434,0.0,0.30000000000000004,5e-05,-0.04421594931045547,-0.051742626703344285,0.0013881865561415907,0.6182492,0.020461627806071192,1.4796932935714722,0.0
-0.9217999999999311,-0.9601999999999269,-0.9467999999999283,5002.0,1,1,28000,False,5,7,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-58-31,1620125911,36.3987090587616,253.389723777771,19457,Hinton,143.248.157.211,253.389723777771,0,7,094b3_00000,"[-0.9217999999999311, -0.9475999999999283, -0.9525999999999277, -0.9517999999999278, -0.9601999999999269]","[5002, 5002, 5002, 5002, 5002]",22167.455,180.445,14018.549,285.336,4.012,28000,28000,42.063461538461524,80.51153846153846,0.0,0.45000000000000007,5e-05,-0.017333023715764284,-0.024405391653999686,0.0002005835513045895,0.5476303,0.015270632517058402,1.4497140906751156,0.0
-0.9217999999999311,-0.9601999999999269,-0.9474999999999282,5002.0,1,1,32000,False,6,8,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-59-09,1620125949,37.54412889480591,290.9338526725769,19457,Hinton,143.248.157.211,290.9338526725769,0,8,094b3_00000,"[-0.9509999999999279, -0.9475999999999283, -0.9525999999999277, -0.9517999999999278, -0.9601999999999269, -0.9217999999999311]","[5002, 5002, 5002, 5002, 5002, 5002]",22268.996,179.622,14085.167,283.987,3.967,32000,32000,41.87592592592593,80.5,0.0,0.45000000000000007,5e-05,-0.02459568958147429,-0.028329075634246692,4.495771855772546e-05,0.6505964,0.008196512295398861,1.4458173774182796,0.0
-0.9217999999999311,-0.9601999999999269,-0.9475999999999282,5002.0,1,1,36000,False,7,9,b5a44ecfd37645489909a92af3c84815,2021-05-04_19-59-46,1620125986,37.25452017784119,328.1883728504181,19457,Hinton,143.248.157.211,328.1883728504181,0,9,094b3_00000,"[-0.9481999999999282, -0.9475999999999283, -0.9525999999999277, -0.9517999999999278, -0.9601999999999269, -0.9217999999999311, -0.9509999999999279]","[5002, 5002, 5002, 5002, 5002, 5002, 5002]",22452.785,178.152,13999.716,285.72,3.981,36000,36000,43.95660377358491,80.52264150943398,0.0,0.45000000000000007,5e-05,-0.03326120268320665,-0.03742712290841155,3.844026366550679e-05,0.82076496,0.00917218097310979,1.4488040506839752,0.0
-0.9217999999999311,-0.9601999999999269,-0.9475999999999282,5002.0,0,1,40000,False,7,10,b5a44ecfd37645489909a92af3c84815,2021-05-04_20-00-22,1620126022,36.042001724243164,364.23037457466125,19457,Hinton,143.248.157.211,364.23037457466125,0,10,094b3_00000,"[-0.9475999999999283, -0.9525999999999277, -0.9517999999999278, -0.9601999999999269, -0.9217999999999311, -0.9509999999999279, -0.9481999999999282]","[5002, 5002, 5002, 5002, 5002, 5002, 5002]",22423.073,178.388,13987.06,285.979,3.93,40000,40000,42.03725490196078,80.56274509803922,0.0,0.45000000000000007,5e-05,-0.036327723937574774,-0.04310695023741573,0.00018237664266962383,0.7098856,0.01465966529212892,1.4431350640952587,0.0
-0.9217999999999311,-0.9601999999999269,-0.9447249999999285,5002.0,1,1,44000,False,8,11,b5a44ecfd37645489909a92af3c84815,2021-05-04_20-00-58,1620126058,35.726805448532104,399.95718002319336,19457,Hinton,143.248.157.211,399.95718002319336,0,11,094b3_00000,"[-0.9245999999999308, -0.9475999999999283, -0.9525999999999277, -0.9517999999999278, -0.9601999999999269, -0.9217999999999311, -0.9509999999999279, -0.9481999999999282]","[5002, 5002, 5002, 5002, 5002, 5002, 5002, 5002]",22247.669,179.794,14059.54,284.504,3.885,44000,44000,41.77647058823529,80.56666666666666,0.0,0.45000000000000007,5e-05,-0.038672123511787504,-0.04600091790780425,3.3791782868775044e-05,0.8441007,0.01621111945132725,1.41305136308074,0.0
