episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,policy_reward_min/pol,policy_reward_max/pol,policy_reward_mean/pol,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_pol_reward,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol/allreduce_latency,info/learner/pol/cur_kl_coeff,info/learner/pol/cur_lr,info/learner/pol/total_loss,info/learner/pol/policy_loss,info/learner/pol/vf_loss,info/learner/pol/vf_explained_var,info/learner/pol/kl,info/learner/pol/entropy,info/learner/pol/entropy_coeff
-1.0,-1.0,-1.0,174.8,10,10,4000,False,10,1,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-12-59,1619741579,36.760842084884644,36.760842084884644,29338,Hinton,143.248.157.211,36.760842084884644,0,1,aea67_00000,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[119, 219, 106, 136, 119, 369, 239, 122, 87, 232]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",1.6750238185511563,6.679020914948195,4.81158384955732,0.09780946812427549,10307.909,388.052,26402.573,151.5,16.159,4000,4000,50.198113207547166,70.64528301886791,0.0,0.2,5e-05,-0.0014688920928165317,-0.04004432330839336,0.03186880482826382,0.6817824,0.03353312815306708,1.5761263892054558,0.0
-1.0,-1.0,-1.0,167.45454545454547,1,10,8000,False,11,2,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-13-32,1619741612,32.89926266670227,69.66010475158691,29338,Hinton,143.248.157.211,69.66010475158691,0,2,aea67_00000,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[94, 119, 219, 106, 136, 119, 369, 239, 122, 87, 232]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",1.6667457111516226,6.591906046913465,4.7705415008242795,0.09713644212270145,10522.012,380.155,24261.27,164.872,17.525,8000,8000,50.60425531914895,70.73829787234042,0.0,0.30000000000000004,5e-05,-0.04407042759703472,-0.05715478875208646,0.0044207417231518775,0.72611845,0.028878727520350367,1.5435850657522678,0.0
-1.0,-1.0,-1.0,243.25,1,10,12000,False,12,3,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-14-06,1619741646,33.20728397369385,102.86738872528076,29338,Hinton,143.248.157.211,102.86738872528076,0,3,aea67_00000,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[1077, 119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",1.653770498248566,6.457994924520906,4.734534527473589,0.09626637409745392,10678.075,374.599,23567.912,169.722,15.154,12000,12000,50.16170212765956,70.8021276595745,0.0,0.45000000000000007,5e-05,-0.033816637384006754,-0.047115810855757445,0.0023015434489934705,0.90279794,0.024439177359454334,1.511129580438137,0.0
-1.0,-1.0,-1.0,243.25,0,10,16000,False,12,4,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-14-34,1619741674,28.673500537872314,131.54088926315308,29338,Hinton,143.248.157.211,131.54088926315308,0,4,aea67_00000,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94, 1077]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",1.653770498248566,6.457994924520907,4.734534527473589,0.09626637409745392,9716.526,411.67,23127.958,172.951,14.548,16000,16000,50.66829268292682,70.78048780487805,0.0,0.675,5e-05,-0.05525451054563746,-0.0715165167057421,0.0016841255473991623,0.8831768,0.021596860664431006,1.4964889697730541,0.0
-1.0,-1.0,-1.0,372.15384615384613,1,10,20000,False,13,5,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-15-04,1619741704,29.914268016815186,161.45515727996826,29338,Hinton,143.248.157.211,161.45515727996826,0,5,aea67_00000,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[1919, 119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94, 1077]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",1.6398615393663496,6.344175540207785,4.691538653695924,0.09479311861293707,9486.937,421.632,22764.945,175.709,13.634,20000,20000,50.730232558139534,70.8372093023256,0.0,1.0125000000000002,5e-05,-0.04113498597871512,-0.06028763501672074,0.0014621402915508952,0.907349,0.01747210617759265,1.4977458491921425,0.0
-0.994,-1.0,-0.999525,698.8125,3,10,24000,False,16,6,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-15-35,1619741735,30.921374797821045,192.3765320777893,29338,Hinton,143.248.157.211,192.3765320777893,0,6,aea67_00000,-1.0,-0.994,-0.999525,"[-0.9984, -1.0, -0.994, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[2056, 1906, 2381, 119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94, 1077, 1919]","[-0.9984, -1.0, -0.994, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",1.618349236932037,6.722024667608408,4.608516015032353,0.09272021193025816,9497.353,421.17,22525.298,177.578,13.535,24000,24000,50.061363636363645,70.79772727272729,0.0,1.0125000000000002,5e-05,-0.023666143941227347,-0.03520964703056961,0.0023596265200467315,0.929103,0.009070491112652235,1.4922755993902683,0.0
-0.994,-1.0,-0.9995529411764705,810.7058823529412,1,10,28000,False,17,7,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-16-05,1619741765,30.13254976272583,222.50908184051514,29338,Hinton,143.248.157.211,222.50908184051514,0,7,aea67_00000,-1.0,-0.994,-0.9995529411764705,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994]","[2601, 119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94, 1077, 1919, 2056, 1906, 2381]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994]",1.6159075549628263,6.836655901459192,4.608657204806929,0.09247344760966336,9238.174,432.986,22508.051,177.714,13.638,28000,28000,50.216279069767445,70.80232558139535,0.0,1.0125000000000002,5e-05,-0.027051323500927538,-0.039396248903358355,0.0009770263150130631,0.7973078,0.011227555834921077,1.4853315651416779,0.0
-0.994,-1.0,-0.99962,1081.95,3,10,32000,False,20,8,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-16-36,1619741796,30.719956398010254,253.2290382385254,29338,Hinton,143.248.157.211,253.2290382385254,0,8,aea67_00000,-1.0,-0.994,-0.99962,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994, -1.0]","[2827, 2598, 2432, 119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94, 1077, 1919, 2056, 1906, 2381, 2601]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994, -1.0]",1.600876522200555,6.956633241070451,4.556149031776136,0.09098707275967763,9060.108,441.496,22553.42,177.357,13.574,32000,32000,51.425,70.8,0.0,1.0125000000000002,5e-05,-0.027911910321563482,-0.04219695046776906,0.002812178136082366,0.9101025,0.011331220623105764,1.4806718528270721,0.0
-0.994,-1.0,-0.9996380952380952,1090.3809523809523,1,10,36000,False,21,9,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-17-06,1619741826,29.495303869247437,282.7243421077728,29338,Hinton,143.248.157.211,282.7243421077728,0,9,aea67_00000,-1.0,-0.994,-0.9996380952380952,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994, -1.0, -1.0, -1.0, -1.0]","[1259, 119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94, 1077, 1919, 2056, 1906, 2381, 2601, 2827, 2598, 2432]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994, -1.0, -1.0, -1.0, -1.0]",1.5985105922940843,7.028928734254937,4.555424883020541,0.09069767192317219,9006.051,444.146,22368.36,178.824,13.887,36000,36000,51.65952380952382,71.1142857142857,0.0,1.0125000000000002,5e-05,-0.03242777203558944,-0.044432679074816406,0.00012471984814510506,0.98684794,0.011733516555977985,1.4831383675336838,0.0
-0.994,-1.0,-0.9996380952380952,1090.3809523809523,0,10,40000,False,21,10,e87cd4088f5e4ea9b64b95a3cc31ac10,2021-04-30_09-17-33,1619741853,27.52595090866089,310.2502930164337,29338,Hinton,143.248.157.211,310.2502930164337,0,10,aea67_00000,-1.0,-0.994,-0.9996380952380952,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994, -1.0, -1.0, -1.0, -1.0, -1.0]","[119, 219, 106, 136, 119, 369, 239, 122, 87, 232, 94, 1077, 1919, 2056, 1906, 2381, 2601, 2827, 2598, 2432, 1259]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9984, -1.0, -0.994, -1.0, -1.0, -1.0, -1.0, -1.0]",1.5985105922940843,7.0289287342549365,4.555424883020541,0.09069767192317219,8827.544,453.127,22158.078,180.521,13.646,40000,40000,46.26153846153846,71.26410256410259,0.0,1.0125000000000002,5e-05,-0.02479365572798997,-0.034462847746908665,6.347751661905932e-05,0.92769766,0.009487124916631728,1.4844118356704712,0.0
