episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol/allreduce_latency,info/learner/pol/cur_kl_coeff,info/learner/pol/cur_lr,info/learner/pol/total_loss,info/learner/pol/policy_loss,info/learner/pol/vf_loss,info/learner/pol/vf_explained_var,info/learner/pol/kl,info/learner/pol/entropy,info/learner/pol/entropy_coeff
nan,nan,nan,nan,0,0,4000,False,0,1,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-52-45,1619844765,45.68139910697937,45.68139910697937,31703,Hinton,143.248.157.211,45.68139910697937,0,1,ee2ab_00000,[],[],26940.755,148.474,18739.817,213.449,4000,4000,25.321538461538463,57.610769230769236,0.0,0.2,0.005,0.028412007464794442,0.00968592072604224,0.010849935657461174,0.17875502,0.039380770205752924,1.571968425065279,0.0
0.002,0.002,0.002,4002.0,1,0,8000,False,1,2,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-53-30,1619844810,44.567639112472534,90.2490382194519,31703,Hinton,143.248.157.211,90.2490382194519,0,2,ee2ab_00000,[0.002],[4002],26567.347,150.561,18556.052,215.563,8000,8000,23.8234375,58.21875,0.0,0.30000000000000004,0.005,0.025781612610444427,0.011157582572195679,0.0027432910828792956,0.23401731,0.03960245009511709,1.556685533374548,0.0
0.002,-0.029000000000000022,-0.013500000000000012,4002.0,1,0,12000,False,2,3,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-54-15,1619844855,45.313602447509766,135.56264066696167,31703,Hinton,143.248.157.211,135.56264066696167,0,3,ee2ab_00000,"[-0.029000000000000022, 0.002]","[4002, 4002]",26654.754,150.067,18531.61,215.847,12000,12000,24.203125000000004,58.357812499999994,0.0,0.45000000000000007,0.005,0.028311838454101235,0.013900160673074424,0.0006505061674033641,0.26486272,0.030580383783672005,1.5294362306594849,0.0
0.002,-0.3777499999999861,-0.13491666666666205,4002.0,1,0,16000,False,3,4,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-55-01,1619844901,46.516998529434204,182.07963919639587,31703,Hinton,143.248.157.211,182.07963919639587,0,4,ee2ab_00000,"[-0.3777499999999861, 0.002, -0.029000000000000022]","[4002, 4002, 4002]",26970.506,148.31,18548.153,215.655,16000,16000,24.198507462686567,58.51343283582089,0.0,0.675,0.005,0.05611503290128894,0.022344775148667395,0.0010071121373584901,0.35918507,0.048537992319324985,1.4236359111964703,0.0
0.002,-0.6612499999999549,-0.26649999999998525,4002.0,1,0,20000,False,4,5,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-55-49,1619844949,47.12491250038147,229.20455169677734,31703,Hinton,143.248.157.211,229.20455169677734,0,5,ee2ab_00000,"[-0.6612499999999549, 0.002, -0.029000000000000022, -0.3777499999999861]","[4002, 4002, 4002, 4002]",27332.864,146.344,18506.752,216.137,20000,20000,24.765671641791048,58.49402985074626,0.0,1.0125000000000002,0.005,0.017477678484283388,-0.0026883186656050384,0.0004153045138082234,0.24829766,0.01950686091731768,1.3546387292444706,0.0
0.002,-0.7899999999999407,-0.3711999999999763,4002.0,1,0,24000,False,5,6,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-56-36,1619844996,47.046022176742554,276.2505738735199,31703,Hinton,143.248.157.211,276.2505738735199,0,6,ee2ab_00000,"[-0.7899999999999407, 0.002, -0.029000000000000022, -0.3777499999999861, -0.6612499999999549]","[4002, 4002, 4002, 4002, 4002]",27422.318,145.867,18618.117,214.844,24000,24000,26.06567164179104,58.88208955223881,0.0,1.0125000000000002,0.005,0.014725994667969644,-0.003095025778748095,0.0008337863177985128,0.2879226,0.016777514727436937,1.4380635544657707,0.0
0.002,-0.7899999999999407,-0.4337916666666379,4002.0,1,0,28000,False,6,7,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-57-24,1619845044,48.17290902137756,324.42348289489746,31703,Hinton,143.248.157.211,324.42348289489746,0,7,ee2ab_00000,"[-0.7467499999999455, 0.002, -0.029000000000000022, -0.3777499999999861, -0.6612499999999549, -0.7899999999999407]","[4002, 4002, 4002, 4002, 4002, 4002]",27482.305,145.548,18862.527,212.061,28000,28000,27.724999999999998,60.66617647058824,0.0,1.0125000000000002,0.005,0.033540777512826025,0.005746690003434196,0.009561361906889942,0.14319798,0.018007630158535903,1.4794072024524212,0.0
0.002,-0.7899999999999407,-0.4576785714285413,4002.0,1,0,32000,False,7,8,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-58-13,1619845093,48.57619762420654,372.999680519104,31703,Hinton,143.248.157.211,372.999680519104,0,8,ee2ab_00000,"[-0.6009999999999616, 0.002, -0.029000000000000022, -0.3777499999999861, -0.6612499999999549, -0.7899999999999407, -0.7467499999999455]","[4002, 4002, 4002, 4002, 4002, 4002, 4002]",27554.456,145.167,19069.152,209.763,32000,32000,28.778260869565216,60.649275362318846,0.0,1.0125000000000002,0.005,0.01669623312773183,0.0020375701133161783,0.00011407540660002269,0.4265213,0.014365024759172229,1.452879250049591,0.0
0.002,-0.7899999999999407,-0.48903124999996733,4002.0,1,0,36000,False,8,9,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-59-00,1619845140,47.54400372505188,420.5436842441559,31703,Hinton,143.248.157.211,420.5436842441559,0,9,ee2ab_00000,"[-0.7084999999999497, 0.002, -0.029000000000000022, -0.3777499999999861, -0.6612499999999549, -0.7899999999999407, -0.7467499999999455, -0.6009999999999616]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",27570.04,145.085,19155.695,208.815,36000,36000,27.34558823529412,60.3470588235294,0.0,1.0125000000000002,0.005,0.030284381471574306,-0.0030656116869067773,0.0022943901689131962,0.45225418,0.030672199893160723,1.3327063135802746,0.0
0.002,-0.8234999999999371,-0.5261944444444084,4002.0,1,0,40000,False,9,10,697aa95b76904ccc97d5779fa79c933d,2021-05-01_13-59-49,1619845189,48.341506242752075,468.88519048690796,31703,Hinton,143.248.157.211,468.88519048690796,0,10,ee2ab_00000,"[-0.8234999999999371, 0.002, -0.029000000000000022, -0.3777499999999861, -0.6612499999999549, -0.7899999999999407, -0.7467499999999455, -0.6009999999999616, -0.7084999999999497]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",27670.897,144.556,19216.288,208.157,40000,40000,27.491304347826084,60.32318840579709,0.0,1.5187500000000003,0.005,0.04195199947571382,0.007680235372390598,0.0012163582588584632,0.8701854,0.021764876204542816,1.4225117675960064,0.0
