episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,policy_reward_min/pol,policy_reward_max/pol,policy_reward_mean/pol,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_pol_reward,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol/allreduce_latency,info/learner/pol/cur_kl_coeff,info/learner/pol/cur_lr,info/learner/pol/total_loss,info/learner/pol/policy_loss,info/learner/pol/vf_loss,info/learner/pol/vf_explained_var,info/learner/pol/kl,info/learner/pol/entropy,info/learner/pol/entropy_coeff
-1.0,-1.0,-1.0,1666.5,2,0,4000,False,2,1,58c3590da9394caa84238dd58489ce36,2021-04-30_18-04-58,1619773498,62.0931932926178,62.0931932926178,1331,Hinton,143.248.157.211,62.0931932926178,0,1,f629b_00000,-1.0,-1.0,-1.0,"[-1.0, -1.0]","[776, 2557]","[-1.0, -1.0]",1.4268748315087976,5.799116774875801,2.6553554911519313,0.05233290790766664,39824.078,100.442,22268.007,179.63,4000,4000,35.87191011235956,59.82808988764046,0.0,0.2,5e-05,0.01760720554739237,-0.024664068187121302,0.03826711548026651,0.53840345,0.0200207942398265,1.5900261513888836,0.0
-1.0,-1.0,-1.0,1491.6666666666667,1,0,8000,False,3,2,58c3590da9394caa84238dd58489ce36,2021-04-30_18-06-03,1619773563,64.78080201148987,126.87399530410767,1331,Hinton,143.248.157.211,126.87399530410767,0,2,f629b_00000,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1.0]","[1142, 776, 2557]","[-1.0, -1.0, -1.0]",1.429800067920895,5.786880519730798,2.7680852481782217,0.05274940787347892,41063.793,97.409,22371.803,178.797,8000,8000,37.04782608695652,61.865217391304334,0.0,0.30000000000000004,5e-05,-0.013203363312641159,-0.026914448710158467,0.007405814350931905,0.6465357,0.021017581486376002,1.5738356374204159,0.0
0.0048,-1.0,-0.7488,2369.25,1,0,12000,False,4,3,58c3590da9394caa84238dd58489ce36,2021-04-30_18-07-10,1619773630,66.9181056022644,193.79210090637207,1331,Hinton,143.248.157.211,193.79210090637207,0,3,f629b_00000,-1.0,0.0048,-0.7488,"[0.0048, -1.0, -1.0, -1.0]","[5002, 776, 2557, 1142]","[0.0048, -1.0, -1.0, -1.0]",1.4350945022945534,5.7897239296179475,2.833863299450743,0.05316932795319351,41418.795,96.575,23177.091,172.584,12000,12000,38.33368421052632,62.502105263157866,0.0,0.45000000000000007,5e-05,-0.0009062464669113979,-0.008848611076246016,0.004212916541291634,0.1422527,0.008287656281027012,1.5763852186501026,0.0
0.0048,-1.0,-0.59828,2895.8,1,0,16000,False,5,4,58c3590da9394caa84238dd58489ce36,2021-04-30_18-08-14,1619773694,64.73015069961548,258.52225160598755,1331,Hinton,143.248.157.211,258.52225160598755,0,4,f629b_00000,-1.0,0.0048,-0.59828,"[0.0038000000000000013, -1.0, -1.0, -1.0, 0.0048]","[5002, 776, 2557, 1142, 5002]","[0.0038000000000000013, -1.0, -1.0, -1.0, 0.0048]",1.4374251396266005,5.7884147070504905,2.87018003561614,0.05337333234465706,41275.732,96.909,23353.305,171.282,16000,16000,35.80869565217392,61.99130434782609,0.0,0.45000000000000007,5e-05,-0.0067305348929949105,-0.010439639037940651,0.0002923706770161516,0.3663969,0.007592744252178818,1.570573277771473,0.0
0.0048,-1.0,-0.49796666666666667,3246.8333333333335,1,0,20000,False,6,5,58c3590da9394caa84238dd58489ce36,2021-04-30_18-09-18,1619773758,63.60590887069702,322.12816047668457,1331,Hinton,143.248.157.211,322.12816047668457,0,5,f629b_00000,-1.0,0.0048,-0.49796666666666667,"[0.003600000000000001, -1.0, -1.0, -1.0, 0.0048, 0.0038000000000000013]","[5002, 776, 2557, 1142, 5002, 5002]","[0.003600000000000001, -1.0, -1.0, -1.0, 0.0048, 0.0038000000000000013]",1.4385624084181028,5.7854917409657665,2.897181350971337,0.0534934764050381,41282.961,96.892,23140.961,172.854,20000,20000,37.55274725274725,62.494505494505496,0.0,0.45000000000000007,5e-05,-0.0056210122420452535,-0.009384507808135822,4.028354487672914e-05,0.3344162,0.008273805724456906,1.5818382538855076,0.0
0.0048,-1.0,-0.49796666666666667,3246.8333333333335,0,0,24000,False,6,6,58c3590da9394caa84238dd58489ce36,2021-04-30_18-10-32,1619773832,73.56942367553711,395.6975841522217,1331,Hinton,143.248.157.211,395.6975841522217,0,6,f629b_00000,-1.0,0.0048,-0.49796666666666667,"[-1.0, -1.0, -1.0, 0.0048, 0.0038000000000000013, 0.003600000000000001]","[776, 2557, 1142, 5002, 5002, 5002]","[-1.0, -1.0, -1.0, 0.0048, 0.0038000000000000013, 0.003600000000000001]",1.4385624084181028,5.785491740965765,2.897181350971337,0.05349347640503809,42597.824,93.902,23350.028,171.306,24000,24000,48.99134615384616,67.90096153846154,0.0,0.45000000000000007,5e-05,-0.004378728219307959,-0.007527203706558794,1.7510677736254365e-05,0.4301054,0.006957694349694066,1.5838443115353584,0.0
0.0048,-1.0,-0.497925,3164.5,2,0,28000,False,8,7,58c3590da9394caa84238dd58489ce36,2021-04-30_18-11-56,1619773916,84.36177372932434,480.059357881546,1331,Hinton,143.248.157.211,480.059357881546,0,7,f629b_00000,-1.0,0.0048,-0.497925,"[0.0044, -1.0, -1.0, -1.0, -1.0, 0.0048, 0.0038000000000000013, 0.003600000000000001]","[5002, 833, 776, 2557, 1142, 5002, 5002, 5002]","[0.0044, -1.0, -1.0, -1.0, -1.0, 0.0048, 0.0038000000000000013, 0.003600000000000001]",1.4680905963626805,5.872353115867659,3.0242869566748096,0.054644499706656094,44692.03,89.501,23886.108,167.461,28000,28000,54.52916666666667,72.36416666666666,0.0,0.45000000000000007,5e-05,0.000625493994448334,-0.017726594727719203,0.0132950225379318,0.42083246,0.011237926839385182,1.5369162522256374,0.0
