episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol/allreduce_latency,info/learner/pol/cur_kl_coeff,info/learner/pol/cur_lr,info/learner/pol/total_loss,info/learner/pol/policy_loss,info/learner/pol/vf_loss,info/learner/pol/vf_explained_var,info/learner/pol/kl,info/learner/pol/entropy,info/learner/pol/entropy_coeff
nan,nan,nan,nan,0,0,4000,False,0,1,7fdb82e519464210ad38afce492d2291,2021-05-01_13-47-10,1619844430,40.396141052246094,40.396141052246094,11766,Hinton,143.248.157.211,40.396141052246094,0,1,297d9_00000,[],[],23762.718,168.331,16632.667,240.491,4000,4000,16.63448275862069,53.73793103448277,0.0,0.2,0.01,0.11764294584281743,0.07057762570912018,0.0188861548085697,0.5203513,0.14089583631721325,1.4869797267019749,0.0
0.0,0.0,0.0,4002.0,1,0,8000,False,1,2,7fdb82e519464210ad38afce492d2291,2021-05-01_13-47-50,1619844470,40.572619915008545,80.96876096725464,11766,Hinton,143.248.157.211,80.96876096725464,0,2,297d9_00000,[0.0],[4002],23824.87,167.892,16658.437,240.119,8000,8000,16.398275862068967,53.82931034482759,0.0,0.30000000000000004,0.01,0.09003787551773712,0.054351371771190315,0.0049101370823336765,0.25548753,0.10258789750514552,1.3847208954393864,0.0
0.0,-0.1380000000000001,-0.06900000000000005,4002.0,1,0,12000,False,2,3,7fdb82e519464210ad38afce492d2291,2021-05-01_13-48-33,1619844513,42.109426975250244,123.07818794250488,11766,Hinton,143.248.157.211,123.07818794250488,0,3,297d9_00000,"[-0.1380000000000001, 0.0]","[4002, 4002]",24358.675,164.213,16666.195,240.007,12000,12000,17.703333333333333,53.86,0.0,0.45000000000000007,0.01,0.07236590568209067,0.039021854870952666,0.001707270901533775,0.047555,0.07030395418405533,1.2971354722976685,0.0
0.0,-0.6774999999999531,-0.2718333333333178,4002.0,1,0,16000,False,3,4,7fdb82e519464210ad38afce492d2291,2021-05-01_13-49-16,1619844556,43.638444900512695,166.71663284301758,11766,Hinton,143.248.157.211,166.71663284301758,0,4,297d9_00000,"[-0.6774999999999531, 0.0, -0.1380000000000001]","[4002, 4002, 4002]",24913.935,160.553,16763.974,238.607,16000,16000,16.29516129032258,53.84516129032258,0.0,0.675,0.01,0.058688910939963534,0.01566420798189938,0.00017478566519457672,0.8120959,0.06348135838925373,1.201211778447032,0.0
0.0,-0.733749999999947,-0.3873124999999751,4002.0,1,0,20000,False,4,5,7fdb82e519464210ad38afce492d2291,2021-05-01_13-49-58,1619844598,41.63296818733215,208.34960103034973,11766,Hinton,143.248.157.211,208.34960103034973,0,5,297d9_00000,"[-0.733749999999947, 0.0, -0.1380000000000001, -0.6774999999999531]","[4002, 4002, 4002, 4002]",24940.5,160.382,16728.148,239.118,20000,20000,16.444067796610167,53.85254237288136,0.0,1.0125000000000002,0.01,0.04164037900045514,0.010553357657045126,0.0016436075188721588,0.5825294,0.029079914718749933,1.1087084077298641,0.0
0.0,-0.814749999999938,-0.47279999999996764,4002.0,1,0,24000,False,5,6,7fdb82e519464210ad38afce492d2291,2021-05-01_13-50-41,1619844641,43.23249936103821,251.58210039138794,11766,Hinton,143.248.157.211,251.58210039138794,0,6,297d9_00000,"[-0.814749999999938, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947]","[4002, 4002, 4002, 4002, 4002]",25140.931,159.103,16788.141,238.263,24000,24000,17.725806451612904,53.801612903225795,0.0,1.5187500000000003,0.01,0.04584334685932845,0.01299066306091845,0.002062482469710858,0.1995242,0.020273385161999613,1.021048329770565,0.0
0.0,-0.8797499999999309,-0.5406249999999615,4002.0,1,0,28000,False,6,7,7fdb82e519464210ad38afce492d2291,2021-05-01_13-51-23,1619844683,42.11254644393921,293.69464683532715,11766,Hinton,143.248.157.211,293.69464683532715,0,7,297d9_00000,"[-0.8797499999999309, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938]","[4002, 4002, 4002, 4002, 4002, 4002]",25128.398,159.182,16826.699,237.717,28000,28000,16.468333333333334,53.845,0.0,2.278125,0.01,0.10921742563368753,0.0208176112791989,0.0017203705991732932,0.041586846,0.0380485889618285,1.068974668160081,0.0
0.0,-0.8797499999999309,-0.5801428571428152,4002.0,1,0,32000,False,7,8,7fdb82e519464210ad38afce492d2291,2021-05-01_13-52-07,1619844727,43.90661883354187,337.601265668869,11766,Hinton,143.248.157.211,337.601265668869,0,8,297d9_00000,"[-0.8172499999999377, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938, -0.8797499999999309]","[4002, 4002, 4002, 4002, 4002, 4002, 4002]",25180.894,158.851,17017.931,235.046,32000,32000,21.200000000000003,54.75967741935484,0.0,3.4171875000000003,0.01,0.05935275199590251,-0.0006124732317402959,0.0011000307309814161,0.04595167,0.017226210853550583,1.1680125184357166,0.0
0.0,-0.8797499999999309,-0.6075937499999559,4002.0,1,0,36000,False,8,9,7fdb82e519464210ad38afce492d2291,2021-05-01_13-52-53,1619844773,46.13739562034607,383.7386612892151,11766,Hinton,143.248.157.211,383.7386612892151,0,9,297d9_00000,"[-0.7997499999999397, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938, -0.8797499999999309, -0.8172499999999377]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",25353.628,157.768,17282.658,231.446,36000,36000,24.78939393939394,57.95606060606061,0.0,3.4171875000000003,0.01,0.04182150133419782,0.009271218645153567,0.0019329405504322494,-0.41518903,0.008959807844803436,1.2484960779547691,0.0
0.0,-0.8797499999999309,-0.6227499999999548,4002.0,1,0,40000,False,9,10,7fdb82e519464210ad38afce492d2291,2021-05-01_13-53-39,1619844819,45.97194457054138,429.71060585975647,11766,Hinton,143.248.157.211,429.71060585975647,0,10,297d9_00000,"[-0.7439999999999458, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938, -0.8797499999999309, -0.8172499999999377, -0.7997499999999397]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",25494.824,156.895,17474.871,228.9,40000,40000,23.943076923076923,58.216923076923074,0.0,3.4171875000000003,0.01,0.08690296596614644,0.0003766007721424103,0.00452305315218382,-0.0100930445,0.02399731197510846,1.1743420753628016,0.0
0.0,-0.8797499999999309,-0.641824999999953,4002.0,1,0,44000,False,10,11,7fdb82e519464210ad38afce492d2291,2021-05-01_13-54-26,1619844866,46.32377529144287,476.03438115119934,11766,Hinton,143.248.157.211,476.03438115119934,0,11,297d9_00000,"[-0.8134999999999382, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938, -0.8797499999999309, -0.8172499999999377, -0.7997499999999397, -0.7439999999999458]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",25787.394,155.115,17774.998,225.035,44000,44000,23.825757575757578,58.43636363636363,0.0,5.12578125,0.01,0.03404457145370543,-0.0032003248925320804,0.00415041020460194,0.33951426,0.006456477698520757,1.1544346883893013,0.0
0.0,-0.8797499999999309,-0.6604318181817695,4002.0,1,0,48000,False,11,12,7fdb82e519464210ad38afce492d2291,2021-05-01_13-55-12,1619844912,46.12224268913269,522.156623840332,11766,Hinton,143.248.157.211,522.156623840332,0,12,297d9_00000,"[-0.8464999999999345, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938, -0.8797499999999309, -0.8172499999999377, -0.7997499999999397, -0.7439999999999458, -0.8134999999999382]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",26077.475,153.389,18039.872,221.731,48000,48000,24.922727272727276,58.47575757575758,0.0,5.12578125,0.01,0.03904489061096683,0.0031942737696226686,0.004768272892761161,0.02711649,0.006063923254259862,1.1527176685631275,0.0
0.0,-0.8797499999999309,-0.6748541666666168,4002.0,1,0,52000,False,12,13,7fdb82e519464210ad38afce492d2291,2021-05-01_13-55-59,1619844959,47.22187328338623,569.3784971237183,11766,Hinton,143.248.157.211,569.3784971237183,0,13,297d9_00000,"[-0.833499999999936, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938, -0.8797499999999309, -0.8172499999999377, -0.7997499999999397, -0.7439999999999458, -0.8134999999999382, -0.8464999999999345]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",26341.349,151.853,18287.243,218.732,52000,52000,23.765671641791045,58.50000000000001,0.0,5.12578125,0.01,0.02459638408618048,-0.004012461969978176,0.00444032841551234,0.048348717,0.0047150896325547365,1.1147975474596024,0.0
0.0,-0.8797499999999309,-0.6893461538461025,4002.0,1,0,56000,False,13,14,7fdb82e519464210ad38afce492d2291,2021-05-01_13-56-47,1619845007,48.083096504211426,617.4615936279297,11766,Hinton,143.248.157.211,617.4615936279297,0,14,297d9_00000,"[-0.8632499999999327, 0.0, -0.1380000000000001, -0.6774999999999531, -0.733749999999947, -0.814749999999938, -0.8797499999999309, -0.8172499999999377, -0.7997499999999397, -0.7439999999999458, -0.8134999999999382, -0.8464999999999345, -0.833499999999936]","[4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002, 4002]",26526.809,150.791,18546.265,215.677,56000,56000,27.54782608695652,59.37536231884057,0.0,2.562890625,0.01,0.05239751795306802,0.0055553491110913455,0.01920727835249636,0.31067654,0.01078270492143929,1.1448530703783035,0.0
