episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol/allreduce_latency,info/learner/pol/cur_kl_coeff,info/learner/pol/cur_lr,info/learner/pol/total_loss,info/learner/pol/policy_loss,info/learner/pol/vf_loss,info/learner/pol/vf_explained_var,info/learner/pol/kl,info/learner/pol/entropy,info/learner/pol/entropy_coeff
nan,nan,nan,nan,0,1,4000,False,0,1,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-54-30,1620125670,37.27414870262146,37.27414870262146,15138,Hinton,143.248.157.211,37.27414870262146,0,1,fbce6_00000,[],[],22741.901,175.887,14521.985,275.444,3.635,4000,4000,42.95925925925926,77.28333333333333,0.0,0.2,5e-05,-0.029544275137595832,-0.03778268341557123,0.0036889024850097485,0.717182,0.022747548297047615,1.5860361084342003,0.0
-0.0032000000000000015,-0.0032000000000000015,-0.0032000000000000015,5002.0,1,1,8000,False,1,2,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-55-09,1620125709,38.29336357116699,75.56751227378845,15138,Hinton,143.248.157.211,75.56751227378845,0,2,fbce6_00000,[-0.0032000000000000015],[5002],22948.688,174.302,14824.439,269.825,4.43,8000,8000,42.76666666666668,80.46851851851852,0.0,0.30000000000000004,5e-05,-0.022947443649172783,-0.029161100363126025,0.0009682625159257441,0.78459847,0.017484653770225123,1.5820659920573235,0.0
-0.0009999999999999996,-0.0032000000000000015,-0.0021000000000000003,5002.0,1,1,12000,False,2,3,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-55-48,1620125748,38.96272110939026,114.53023338317871,15138,Hinton,143.248.157.211,114.53023338317871,0,3,fbce6_00000,"[-0.0009999999999999996, -0.0032000000000000015]","[5002, 5002]",23301.758,171.661,14863.756,269.111,4.224,12000,12000,44.521428571428565,80.48571428571428,0.0,0.30000000000000004,5e-05,-0.01695912581635639,-0.02209866337943822,0.0002675652376638027,0.66908276,0.016239910561125726,1.5639344826340675,0.0
-0.0009999999999999996,-0.023999999999999966,-0.00939999999999999,5002.0,1,1,16000,False,3,4,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-56-24,1620125784,36.866236209869385,151.3964695930481,15138,Hinton,143.248.157.211,151.3964695930481,0,4,fbce6_00000,"[-0.023999999999999966, -0.0032000000000000015, -0.0009999999999999996]","[5002, 5002, 5002]",23248.286,172.056,14589.188,274.176,4.116,16000,16000,42.82641509433962,80.5,0.0,0.30000000000000004,5e-05,-0.03545364266028628,-0.041177982464432716,0.0004129930593990139,0.65121806,0.01770449141622521,1.5648583844304085,0.0
-0.0009999999999999996,-0.023999999999999966,-0.00939999999999999,5002.0,0,1,20000,False,3,5,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-57-01,1620125821,36.82169818878174,188.21816778182983,15138,Hinton,143.248.157.211,188.21816778182983,0,5,fbce6_00000,"[-0.0032000000000000015, -0.0009999999999999996, -0.023999999999999966]","[5002, 5002, 5002]",23186.553,172.514,14445.702,276.899,3.921,20000,20000,42.61538461538461,80.50192307692308,0.0,0.30000000000000004,5e-05,-0.03621051115624141,-0.041611797467339784,0.00010182204073316825,0.7851766,0.01766488392604515,1.5515661872923374,0.0
-0.0009999999999999996,-0.05999999999999975,-0.02204999999999993,5002.0,1,1,24000,False,4,6,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-57-39,1620125859,37.4872407913208,225.70540857315063,15138,Hinton,143.248.157.211,225.70540857315063,0,6,fbce6_00000,"[-0.05999999999999975, -0.0032000000000000015, -0.0009999999999999996, -0.023999999999999966]","[5002, 5002, 5002, 5002]",23206.222,172.368,14399.755,277.782,3.935,24000,24000,44.50185185185186,80.4925925925926,0.0,0.30000000000000004,5e-05,-0.04535042977659032,-0.05208589413086884,0.00042717678707049345,0.9136014,0.02102763479342684,1.4584055170416832,0.0
-0.0009999999999999996,-0.32859999999999645,-0.08335999999999924,5002.0,1,1,28000,False,5,7,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-58-17,1620125897,38.52435088157654,264.2297594547272,15138,Hinton,143.248.157.211,264.2297594547272,0,7,fbce6_00000,"[-0.32859999999999645, -0.0032000000000000015, -0.0009999999999999996, -0.023999999999999966, -0.05999999999999975]","[5002, 5002, 5002, 5002, 5002]",23277.741,171.838,14456.632,276.69,3.879,28000,28000,42.20181818181818,80.50727272727275,0.0,0.45000000000000007,5e-05,-0.03289872227469459,-0.03968129341956228,0.0003552998332452262,0.5961398,0.014282821153756231,1.457283541560173,0.0
-0.0009999999999999996,-0.32859999999999645,-0.07399999999999936,5002.0,1,1,32000,False,6,8,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-58-54,1620125934,36.73231816291809,300.96207761764526,15138,Hinton,143.248.157.211,300.96207761764526,0,8,fbce6_00000,"[-0.027199999999999946, -0.0032000000000000015, -0.0009999999999999996, -0.023999999999999966, -0.05999999999999975, -0.32859999999999645]","[5002, 5002, 5002, 5002, 5002, 5002]",23157.112,172.733,14450.749,276.802,3.826,32000,32000,41.93653846153846,80.50384615384615,0.0,0.45000000000000007,5e-05,-0.04833284282358363,-0.05584619095316157,0.00020648888119012554,0.91691947,0.016237461910350248,1.4523124359548092,0.0
-0.0009999999999999996,-0.32859999999999645,-0.06588571428571373,5002.0,1,1,36000,False,7,9,2e6b29c588d24077ab963c74903b36a0,2021-05-04_19-59-30,1620125970,35.99157214164734,336.9536497592926,15138,Hinton,143.248.157.211,336.9536497592926,0,9,fbce6_00000,"[-0.017200000000000007, -0.0032000000000000015, -0.0009999999999999996, -0.023999999999999966, -0.05999999999999975, -0.32859999999999645, -0.027199999999999946]","[5002, 5002, 5002, 5002, 5002, 5002, 5002]",23042.132,173.595,14385.009,278.067,3.821,36000,36000,43.53725490196078,80.50392156862745,0.0,0.45000000000000007,5e-05,-0.03165815328247845,-0.037574692571070045,0.00023402198439725908,0.71548223,0.012627815711311996,1.4752556160092354,0.0
-0.0009999999999999996,-0.32859999999999645,-0.06588571428571373,5002.0,0,1,40000,False,7,10,2e6b29c588d24077ab963c74903b36a0,2021-05-04_20-00-08,1620126008,37.65862488746643,374.61227464675903,15138,Hinton,143.248.157.211,374.61227464675903,0,10,fbce6_00000,"[-0.0032000000000000015, -0.0009999999999999996, -0.023999999999999966, -0.05999999999999975, -0.32859999999999645, -0.027199999999999946, -0.017200000000000007]","[5002, 5002, 5002, 5002, 5002, 5002, 5002]",23042.481,173.592,14406.682,277.649,3.733,40000,40000,42.35740740740741,80.54814814814816,0.0,0.45000000000000007,5e-05,-0.04143729654606432,-0.049599963589571416,0.0002670056283022859,0.7901833,0.017545911920024082,1.3320404253900051,0.0
