episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,policy_reward_min/pol,policy_reward_max/pol,policy_reward_mean/pol,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_pol_reward,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/pol/allreduce_latency,info/learner/pol/cur_kl_coeff,info/learner/pol/cur_lr,info/learner/pol/total_loss,info/learner/pol/policy_loss,info/learner/pol/vf_loss,info/learner/pol/vf_explained_var,info/learner/pol/kl,info/learner/pol/entropy,info/learner/pol/entropy_coeff
-0.00025,-0.00025,-0.00025,243.33333333333334,3,10,4000,False,3,1,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-12-23,1620000743,14.40342092514038,14.40342092514038,19926,Hinton,143.248.157.211,14.40342092514038,0,1,28635_00000,-0.00025,-0.00025,-0.00025,"[-0.00025, -0.00025, -0.00025]","[257, 259, 214]","[-0.00025, -0.00025, -0.00025]",1.137764971155181,2.8495822265954787,1.5138450108858714,0.06100503187425318,2320.73,1723.595,12067.189,331.477,6.242,4000,4000,17.21904761904762,56.50476190476189,0.0,0.2,5e-05,0.020070337457582355,-0.023888622148660943,0.03951191628584638,0.55901515,0.022235215757973492,1.5872799307107925,0.0
-0.00025,-0.00025,-0.00025,346.75,5,10,8000,False,8,2,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-12-37,1620000757,13.872621536254883,28.276042461395264,19926,Hinton,143.248.157.211,28.276042461395264,0,2,28635_00000,-0.00025,-0.00025,-0.00025,"[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025]","[582, 148, 564, 468, 282, 257, 259, 214]","[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025]",1.087755024488621,2.7297284629016776,1.4322497730638495,0.056940420552450806,2255.809,1773.2,11866.231,337.091,6.791,8000,8000,16.809999999999995,56.565,0.0,0.30000000000000004,5e-05,-0.011674564302666113,-0.02644478197908029,0.009250653049093671,0.6033343,0.018398551910649985,1.5639646872878075,0.0
-0.00025,-0.00025,-0.00025,341.44444444444446,1,10,12000,False,9,3,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-12-50,1620000770,13.58823823928833,41.864280700683594,19926,Hinton,143.248.157.211,41.864280700683594,0,3,28635_00000,-0.00025,-0.00025,-0.00025,"[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025]","[299, 257, 259, 214, 582, 148, 564, 468, 282]","[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025]",1.084792831342109,2.7202117804245196,1.4263849179095776,0.05660198603329764,2283.298,1751.852,11653.228,343.253,6.714,12000,12000,17.41578947368421,56.59473684210527,0.0,0.30000000000000004,5e-05,-0.030750151723623276,-0.0386231321899686,0.0020925158969475888,0.85902613,0.019268200790975243,1.5252933911979198,0.0
0.0027500000000000007,-0.00025,2.2727272727272767e-05,499.45454545454544,2,10,16000,False,11,4,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-13-04,1620000784,13.915175199508667,55.77945590019226,19926,Hinton,143.248.157.211,55.77945590019226,0,4,28635_00000,-0.00025,0.0027500000000000007,2.2727272727272767e-05,"[0.0027500000000000007, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025]","[1440, 981, 257, 259, 214, 582, 148, 564, 468, 282, 299]","[0.0027500000000000007, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025]",1.0757730680993667,2.731334041999483,1.4172906160880034,0.05618752125969806,2259.145,1770.581,11667.371,342.836,6.244,16000,16000,19.055,56.55500000000001,0.0,0.30000000000000004,5e-05,-0.032356913841795176,-0.040029308875091374,0.0014822507946519181,0.8248819,0.02063380047911778,1.5031656734645367,0.0
0.010750000000000008,-0.00025,0.0009166666666666673,576.25,1,10,20000,False,12,5,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-13-18,1620000798,13.966690301895142,69.7461462020874,19926,Hinton,143.248.157.211,69.7461462020874,0,5,28635_00000,-0.00025,0.010750000000000008,0.0009166666666666673,"[0.010750000000000008, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025]","[1421, 257, 259, 214, 582, 148, 564, 468, 282, 299, 1440, 981]","[0.010750000000000008, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025]",1.072153153962228,2.7253379553249215,1.4102226753855904,0.05572764548155293,2230.448,1793.361,11699.416,341.897,6.128,20000,20000,16.78,56.665000000000006,0.0,0.45000000000000007,5e-05,-0.03788487508427352,-0.04951110988622531,0.00047315458778030006,0.91055745,0.024784620036371052,1.4964889250695705,0.0
0.010750000000000008,-0.00025,0.0009166666666666673,576.25,0,10,24000,False,12,6,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-13-32,1620000812,13.836219549179077,83.58236575126648,19926,Hinton,143.248.157.211,83.58236575126648,0,6,28635_00000,-0.00025,0.010750000000000008,0.0009166666666666673,"[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008]","[257, 259, 214, 582, 148, 564, 468, 282, 299, 1440, 981, 1421]","[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008]",1.072153153962228,2.7253379553249224,1.4102226753855902,0.05572764548155293,2230.252,1793.519,11680.182,342.46,6.419,24000,24000,15.775000000000002,56.585,0.0,0.675,5e-05,-0.029353323683608323,-0.03732283413410187,0.00032147022739081876,0.88593775,0.01133042632136494,1.5104843154549599,0.0
0.010750000000000008,-0.00025,0.0009166666666666673,576.25,0,10,28000,False,12,7,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-13-48,1620000828,15.396982431411743,98.97934818267822,19926,Hinton,143.248.157.211,98.97934818267822,0,7,28635_00000,-0.00025,0.010750000000000008,0.0009166666666666673,"[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008]","[257, 259, 214, 582, 148, 564, 468, 282, 299, 1440, 981, 1421]","[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008]",1.072153153962228,2.7253379553249224,1.4102226753855902,0.05572764548155293,2256.211,1772.884,11863.199,337.177,6.537,28000,28000,17.531818181818178,56.61818181818182,0.0,0.675,5e-05,-0.02661367872497067,-0.032830683747306466,0.0003129206320409139,0.654183,0.008746791019802913,1.5366034023463726,0.0
0.023750000000000018,-0.00025,0.0026730769230769247,758.3846153846154,1,10,32000,False,13,8,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-14-01,1620000841,13.155880451202393,112.13522863388062,19926,Hinton,143.248.157.211,112.13522863388062,0,8,28635_00000,-0.00025,0.023750000000000018,0.0026730769230769247,"[0.023750000000000018, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008]","[2944, 257, 259, 214, 582, 148, 564, 468, 282, 299, 1440, 981, 1421]","[0.023750000000000018, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008]",1.064930159173437,2.7037083561240034,1.4018561372851475,0.05531711189813516,2246.946,1780.194,11749.9,340.428,6.604,32000,32000,17.836842105263155,56.6,0.0,0.675,5e-05,-0.026448845979757607,-0.03282171368482523,6.239508974204e-05,0.92117304,0.009348845036583953,1.517432313412428,0.0
0.023750000000000018,-0.00025,0.0026730769230769247,758.3846153846154,0,10,36000,False,13,9,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-14-15,1620000855,14.21652102470398,126.3517496585846,19926,Hinton,143.248.157.211,126.3517496585846,0,9,28635_00000,-0.00025,0.023750000000000018,0.0026730769230769247,"[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008, 0.023750000000000018]","[257, 259, 214, 582, 148, 564, 468, 282, 299, 1440, 981, 1421, 2944]","[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008, 0.023750000000000018]",1.064930159173437,2.703708356124004,1.4018561372851475,0.05531711189813516,2242.6,1783.644,11776.041,339.673,6.798,36000,36000,20.395,56.620000000000005,0.0,0.675,5e-05,-0.0377933781419415,-0.046834265580400825,5.740135861742601e-05,0.87871027,0.013308872992638499,1.5123415775597095,0.0
0.023750000000000018,-0.00025,0.0026730769230769247,758.3846153846154,0,10,40000,False,13,10,713f17f0db1a49f98b08239d1e1c8d9e,2021-05-03_09-14-29,1620000869,14.16925048828125,140.52100014686584,19926,Hinton,143.248.157.211,140.52100014686584,0,10,28635_00000,-0.00025,0.023750000000000018,0.0026730769230769247,"[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008, 0.023750000000000018]","[257, 259, 214, 582, 148, 564, 468, 282, 299, 1440, 981, 1421, 2944]","[-0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, -0.00025, 0.0027500000000000007, -0.00025, 0.010750000000000008, 0.023750000000000018]",1.064930159173437,2.703708356124004,1.4018561372851475,0.05531711189813516,2229.942,1793.768,11801.461,338.941,6.784,40000,40000,16.985,56.620000000000005,0.0,0.675,5e-05,-0.015401966986246407,-0.021354124415665865,4.5985552333149826e-05,0.8151436,0.008749883840209804,1.4882387518882751,0.0
